Provincias;Municipios;Sexo;Edad;Total
34 Palencia;34029 Becerril de Campos;Total;De 65 a 69 años;34
34 Palencia;34029 Becerril de Campos;Total;De 70 a 74 años;31
34 Palencia;34029 Becerril de Campos;Total;De 75 a 79 años;49
34 Palencia;34029 Becerril de Campos;Total;De 80 a 84 años;71
34 Palencia;34029 Becerril de Campos;Total;De 85 a 89 años;35
34 Palencia;34029 Becerril de Campos;Total;De 90 a 94 años;17
34 Palencia;34029 Becerril de Campos;Total;De 95 a 99 años;6
34 Palencia;34029 Becerril de Campos;Total;100 y más años;0
34 Palencia;34031 Belmonte de Campos;Total;De 65 a 69 años;6
34 Palencia;34031 Belmonte de Campos;Total;De 70 a 74 años;0
34 Palencia;34031 Belmonte de Campos;Total;De 75 a 79 años;0
34 Palencia;34031 Belmonte de Campos;Total;De 80 a 84 años;2
34 Palencia;34031 Belmonte de Campos;Total;De 85 a 89 años;3
34 Palencia;34031 Belmonte de Campos;Total;De 90 a 94 años;0
34 Palencia;34031 Belmonte de Campos;Total;De 95 a 99 años;0
34 Palencia;34031 Belmonte de Campos;Total;100 y más años;0
34 Palencia;34032 Berzosilla;Total;De 65 a 69 años;6
34 Palencia;34032 Berzosilla;Total;De 70 a 74 años;6
34 Palencia;34032 Berzosilla;Total;De 75 a 79 años;4
34 Palencia;34032 Berzosilla;Total;De 80 a 84 años;0
34 Palencia;34032 Berzosilla;Total;De 85 a 89 años;1
34 Palencia;34032 Berzosilla;Total;De 90 a 94 años;0
34 Palencia;34032 Berzosilla;Total;De 95 a 99 años;0
34 Palencia;34032 Berzosilla;Total;100 y más años;0
34 Palencia;34033 Boada de Campos;Total;De 65 a 69 años;3
34 Palencia;34033 Boada de Campos;Total;De 70 a 74 años;0
34 Palencia;34033 Boada de Campos;Total;De 75 a 79 años;1
34 Palencia;34033 Boada de Campos;Total;De 80 a 84 años;1
34 Palencia;34033 Boada de Campos;Total;De 85 a 89 años;1
34 Palencia;34033 Boada de Campos;Total;De 90 a 94 años;0
34 Palencia;34033 Boada de Campos;Total;De 95 a 99 años;0
34 Palencia;34033 Boada de Campos;Total;100 y más años;1
34 Palencia;34034 Boadilla del Camino;Total;De 65 a 69 años;14
34 Palencia;34034 Boadilla del Camino;Total;De 70 a 74 años;6
34 Palencia;34034 Boadilla del Camino;Total;De 75 a 79 años;6
34 Palencia;34034 Boadilla del Camino;Total;De 80 a 84 años;10
34 Palencia;34034 Boadilla del Camino;Total;De 85 a 89 años;6
34 Palencia;34034 Boadilla del Camino;Total;De 90 a 94 años;1
34 Palencia;34034 Boadilla del Camino;Total;De 95 a 99 años;0
34 Palencia;34034 Boadilla del Camino;Total;100 y más años;1
34 Palencia;34035 Boadilla de Rioseco;Total;De 65 a 69 años;9
34 Palencia;34035 Boadilla de Rioseco;Total;De 70 a 74 años;11
34 Palencia;34035 Boadilla de Rioseco;Total;De 75 a 79 años;7
34 Palencia;34035 Boadilla de Rioseco;Total;De 80 a 84 años;4
34 Palencia;34035 Boadilla de Rioseco;Total;De 85 a 89 años;4
34 Palencia;34035 Boadilla de Rioseco;Total;De 90 a 94 años;4
34 Palencia;34035 Boadilla de Rioseco;Total;De 95 a 99 años;0
34 Palencia;34035 Boadilla de Rioseco;Total;100 y más años;0
34 Palencia;34036 Brañosera;Total;De 65 a 69 años;20
34 Palencia;34036 Brañosera;Total;De 70 a 74 años;24
34 Palencia;34036 Brañosera;Total;De 75 a 79 años;22
34 Palencia;34036 Brañosera;Total;De 80 a 84 años;11
34 Palencia;34036 Brañosera;Total;De 85 a 89 años;8
34 Palencia;34036 Brañosera;Total;De 90 a 94 años;4
34 Palencia;34036 Brañosera;Total;De 95 a 99 años;1
34 Palencia;34036 Brañosera;Total;100 y más años;0
34 Palencia;34037 Buenavista de Valdavia;Total;De 65 a 69 años;25
34 Palencia;34037 Buenavista de Valdavia;Total;De 70 a 74 años;19
34 Palencia;34037 Buenavista de Valdavia;Total;De 75 a 79 años;13
34 Palencia;34037 Buenavista de Valdavia;Total;De 80 a 84 años;19
34 Palencia;34037 Buenavista de Valdavia;Total;De 85 a 89 años;14
34 Palencia;34037 Buenavista de Valdavia;Total;De 90 a 94 años;9
34 Palencia;34037 Buenavista de Valdavia;Total;De 95 a 99 años;4
34 Palencia;34037 Buenavista de Valdavia;Total;100 y más años;0
34 Palencia;34038 Bustillo de la Vega;Total;De 65 a 69 años;22
34 Palencia;34038 Bustillo de la Vega;Total;De 70 a 74 años;14
34 Palencia;34038 Bustillo de la Vega;Total;De 75 a 79 años;12
34 Palencia;34038 Bustillo de la Vega;Total;De 80 a 84 años;20
34 Palencia;34038 Bustillo de la Vega;Total;De 85 a 89 años;14
34 Palencia;34038 Bustillo de la Vega;Total;De 90 a 94 años;15
34 Palencia;34038 Bustillo de la Vega;Total;De 95 a 99 años;4
34 Palencia;34038 Bustillo de la Vega;Total;100 y más años;0
34 Palencia;34039 Bustillo del Páramo de Carrión;Total;De 65 a 69 años;7
34 Palencia;34039 Bustillo del Páramo de Carrión;Total;De 70 a 74 años;2
34 Palencia;34039 Bustillo del Páramo de Carrión;Total;De 75 a 79 años;5
34 Palencia;34039 Bustillo del Páramo de Carrión;Total;De 80 a 84 años;9
34 Palencia;34039 Bustillo del Páramo de Carrión;Total;De 85 a 89 años;4
34 Palencia;34039 Bustillo del Páramo de Carrión;Total;De 90 a 94 años;6
34 Palencia;34039 Bustillo del Páramo de Carrión;Total;De 95 a 99 años;0
34 Palencia;34039 Bustillo del Páramo de Carrión;Total;100 y más años;0
34 Palencia;34041 Calahorra de Boedo;Total;De 65 a 69 años;4
34 Palencia;34041 Calahorra de Boedo;Total;De 70 a 74 años;9
34 Palencia;34041 Calahorra de Boedo;Total;De 75 a 79 años;8
34 Palencia;34041 Calahorra de Boedo;Total;De 80 a 84 años;8
34 Palencia;34041 Calahorra de Boedo;Total;De 85 a 89 años;4
34 Palencia;34041 Calahorra de Boedo;Total;De 90 a 94 años;5
34 Palencia;34041 Calahorra de Boedo;Total;De 95 a 99 años;1
34 Palencia;34041 Calahorra de Boedo;Total;100 y más años;0
34 Palencia;34042 Calzada de los Molinos;Total;De 65 a 69 años;21
34 Palencia;34042 Calzada de los Molinos;Total;De 70 a 74 años;21
34 Palencia;34042 Calzada de los Molinos;Total;De 75 a 79 años;19
34 Palencia;34042 Calzada de los Molinos;Total;De 80 a 84 años;22
34 Palencia;34042 Calzada de los Molinos;Total;De 85 a 89 años;13
34 Palencia;34042 Calzada de los Molinos;Total;De 90 a 94 años;2
34 Palencia;34042 Calzada de los Molinos;Total;De 95 a 99 años;1
34 Palencia;34042 Calzada de los Molinos;Total;100 y más años;0
34 Palencia;34045 Capillas;Total;De 65 a 69 años;8
34 Palencia;34045 Capillas;Total;De 70 a 74 años;8
34 Palencia;34045 Capillas;Total;De 75 a 79 años;6
34 Palencia;34045 Capillas;Total;De 80 a 84 años;4
34 Palencia;34045 Capillas;Total;De 85 a 89 años;4
34 Palencia;34045 Capillas;Total;De 90 a 94 años;2
34 Palencia;34045 Capillas;Total;De 95 a 99 años;0
34 Palencia;34045 Capillas;Total;100 y más años;0
34 Palencia;34046 Cardeñosa de Volpejera;Total;De 65 a 69 años;8
34 Palencia;34046 Cardeñosa de Volpejera;Total;De 70 a 74 años;4
34 Palencia;34046 Cardeñosa de Volpejera;Total;De 75 a 79 años;1
34 Palencia;34046 Cardeñosa de Volpejera;Total;De 80 a 84 años;1
34 Palencia;34046 Cardeñosa de Volpejera;Total;De 85 a 89 años;0
34 Palencia;34046 Cardeñosa de Volpejera;Total;De 90 a 94 años;1
34 Palencia;34046 Cardeñosa de Volpejera;Total;De 95 a 99 años;0
34 Palencia;34046 Cardeñosa de Volpejera;Total;100 y más años;0
34 Palencia;34047 Carrión de los Condes;Total;De 65 a 69 años;168
34 Palencia;34047 Carrión de los Condes;Total;De 70 a 74 años;122
34 Palencia;34047 Carrión de los Condes;Total;De 75 a 79 años;109
34 Palencia;34047 Carrión de los Condes;Total;De 80 a 84 años;87
34 Palencia;34047 Carrión de los Condes;Total;De 85 a 89 años;62
34 Palencia;34047 Carrión de los Condes;Total;De 90 a 94 años;48
34 Palencia;34047 Carrión de los Condes;Total;De 95 a 99 años;8
34 Palencia;34047 Carrión de los Condes;Total;100 y más años;2
34 Palencia;34048 Castil de Vela;Total;De 65 a 69 años;10
34 Palencia;34048 Castil de Vela;Total;De 70 a 74 años;2
34 Palencia;34048 Castil de Vela;Total;De 75 a 79 años;5
34 Palencia;34048 Castil de Vela;Total;De 80 a 84 años;3
34 Palencia;34048 Castil de Vela;Total;De 85 a 89 años;2
34 Palencia;34048 Castil de Vela;Total;De 90 a 94 años;2
34 Palencia;34048 Castil de Vela;Total;De 95 a 99 años;0
34 Palencia;34048 Castil de Vela;Total;100 y más años;0
34 Palencia;34049 Castrejón de la Peña;Total;De 65 a 69 años;32
34 Palencia;34049 Castrejón de la Peña;Total;De 70 a 74 años;44
34 Palencia;34049 Castrejón de la Peña;Total;De 75 a 79 años;19
34 Palencia;34049 Castrejón de la Peña;Total;De 80 a 84 años;22
34 Palencia;34049 Castrejón de la Peña;Total;De 85 a 89 años;12
34 Palencia;34049 Castrejón de la Peña;Total;De 90 a 94 años;4
34 Palencia;34049 Castrejón de la Peña;Total;De 95 a 99 años;2
34 Palencia;34049 Castrejón de la Peña;Total;100 y más años;3
34 Palencia;34050 Castrillo de Don Juan;Total;De 65 a 69 años;18
34 Palencia;34050 Castrillo de Don Juan;Total;De 70 a 74 años;12
34 Palencia;34050 Castrillo de Don Juan;Total;De 75 a 79 años;21
34 Palencia;34050 Castrillo de Don Juan;Total;De 80 a 84 años;13
34 Palencia;34050 Castrillo de Don Juan;Total;De 85 a 89 años;14
34 Palencia;34050 Castrillo de Don Juan;Total;De 90 a 94 años;5
34 Palencia;34050 Castrillo de Don Juan;Total;De 95 a 99 años;1
34 Palencia;34050 Castrillo de Don Juan;Total;100 y más años;0
34 Palencia;34051 Castrillo de Onielo;Total;De 65 a 69 años;4
34 Palencia;34051 Castrillo de Onielo;Total;De 70 a 74 años;10
34 Palencia;34051 Castrillo de Onielo;Total;De 75 a 79 años;3
34 Palencia;34051 Castrillo de Onielo;Total;De 80 a 84 años;9
34 Palencia;34051 Castrillo de Onielo;Total;De 85 a 89 años;4
34 Palencia;34051 Castrillo de Onielo;Total;De 90 a 94 años;3
34 Palencia;34051 Castrillo de Onielo;Total;De 95 a 99 años;0
34 Palencia;34051 Castrillo de Onielo;Total;100 y más años;0
34 Palencia;34052 Castrillo de Villavega;Total;De 65 a 69 años;16
34 Palencia;34052 Castrillo de Villavega;Total;De 70 a 74 años;13
34 Palencia;34052 Castrillo de Villavega;Total;De 75 a 79 años;18
34 Palencia;34052 Castrillo de Villavega;Total;De 80 a 84 años;15
34 Palencia;34052 Castrillo de Villavega;Total;De 85 a 89 años;11
34 Palencia;34052 Castrillo de Villavega;Total;De 90 a 94 años;4
34 Palencia;34052 Castrillo de Villavega;Total;De 95 a 99 años;1
34 Palencia;34052 Castrillo de Villavega;Total;100 y más años;0
34 Palencia;34053 Castromocho;Total;De 65 a 69 años;12
34 Palencia;34053 Castromocho;Total;De 70 a 74 años;15
34 Palencia;34053 Castromocho;Total;De 75 a 79 años;7
34 Palencia;34053 Castromocho;Total;De 80 a 84 años;11
34 Palencia;34053 Castromocho;Total;De 85 a 89 años;6
34 Palencia;34053 Castromocho;Total;De 90 a 94 años;4
34 Palencia;34053 Castromocho;Total;De 95 a 99 años;1
34 Palencia;34053 Castromocho;Total;100 y más años;0
34 Palencia;34055 Cervatos de la Cueza;Total;De 65 a 69 años;29
34 Palencia;34055 Cervatos de la Cueza;Total;De 70 a 74 años;22
34 Palencia;34055 Cervatos de la Cueza;Total;De 75 a 79 años;13
34 Palencia;34055 Cervatos de la Cueza;Total;De 80 a 84 años;14
34 Palencia;34055 Cervatos de la Cueza;Total;De 85 a 89 años;11
34 Palencia;34055 Cervatos de la Cueza;Total;De 90 a 94 años;5
34 Palencia;34055 Cervatos de la Cueza;Total;De 95 a 99 años;2
34 Palencia;34055 Cervatos de la Cueza;Total;100 y más años;0
34 Palencia;34056 Cervera de Pisuerga;Total;De 65 a 69 años;177
34 Palencia;34056 Cervera de Pisuerga;Total;De 70 a 74 años;131
34 Palencia;34056 Cervera de Pisuerga;Total;De 75 a 79 años;99
34 Palencia;34056 Cervera de Pisuerga;Total;De 80 a 84 años;73
34 Palencia;34056 Cervera de Pisuerga;Total;De 85 a 89 años;71
34 Palencia;34056 Cervera de Pisuerga;Total;De 90 a 94 años;55
34 Palencia;34056 Cervera de Pisuerga;Total;De 95 a 99 años;24
34 Palencia;34056 Cervera de Pisuerga;Total;100 y más años;4
34 Palencia;34057 Cevico de la Torre;Total;De 65 a 69 años;39
34 Palencia;34057 Cevico de la Torre;Total;De 70 a 74 años;37
34 Palencia;34057 Cevico de la Torre;Total;De 75 a 79 años;26
34 Palencia;34057 Cevico de la Torre;Total;De 80 a 84 años;34
34 Palencia;34057 Cevico de la Torre;Total;De 85 a 89 años;25
34 Palencia;34057 Cevico de la Torre;Total;De 90 a 94 años;25
34 Palencia;34057 Cevico de la Torre;Total;De 95 a 99 años;12
34 Palencia;34057 Cevico de la Torre;Total;100 y más años;3
34 Palencia;34058 Cevico Navero;Total;De 65 a 69 años;18
34 Palencia;34058 Cevico Navero;Total;De 70 a 74 años;22
34 Palencia;34058 Cevico Navero;Total;De 75 a 79 años;12
34 Palencia;34058 Cevico Navero;Total;De 80 a 84 años;13
34 Palencia;34058 Cevico Navero;Total;De 85 a 89 años;10
34 Palencia;34058 Cevico Navero;Total;De 90 a 94 años;6
34 Palencia;34058 Cevico Navero;Total;De 95 a 99 años;1
34 Palencia;34058 Cevico Navero;Total;100 y más años;0
34 Palencia;34059 Cisneros;Total;De 65 a 69 años;37
34 Palencia;34059 Cisneros;Total;De 70 a 74 años;30
34 Palencia;34059 Cisneros;Total;De 75 a 79 años;22
34 Palencia;34059 Cisneros;Total;De 80 a 84 años;24
34 Palencia;34059 Cisneros;Total;De 85 a 89 años;31
34 Palencia;34059 Cisneros;Total;De 90 a 94 años;26
34 Palencia;34059 Cisneros;Total;De 95 a 99 años;7
34 Palencia;34059 Cisneros;Total;100 y más años;0
34 Palencia;34060 Cobos de Cerrato;Total;De 65 a 69 años;13
34 Palencia;34060 Cobos de Cerrato;Total;De 70 a 74 años;16
34 Palencia;34060 Cobos de Cerrato;Total;De 75 a 79 años;5
34 Palencia;34060 Cobos de Cerrato;Total;De 80 a 84 años;3
34 Palencia;34060 Cobos de Cerrato;Total;De 85 a 89 años;5
34 Palencia;34060 Cobos de Cerrato;Total;De 90 a 94 años;2
34 Palencia;34060 Cobos de Cerrato;Total;De 95 a 99 años;5
34 Palencia;34060 Cobos de Cerrato;Total;100 y más años;0
34 Palencia;34061 Collazos de Boedo;Total;De 65 a 69 años;12
34 Palencia;34061 Collazos de Boedo;Total;De 70 a 74 años;13
34 Palencia;34061 Collazos de Boedo;Total;De 75 a 79 años;7
34 Palencia;34061 Collazos de Boedo;Total;De 80 a 84 años;2
34 Palencia;34061 Collazos de Boedo;Total;De 85 a 89 años;5
34 Palencia;34061 Collazos de Boedo;Total;De 90 a 94 años;0
34 Palencia;34061 Collazos de Boedo;Total;De 95 a 99 años;2
34 Palencia;34061 Collazos de Boedo;Total;100 y más años;1
34 Palencia;34062 Congosto de Valdavia;Total;De 65 a 69 años;17
34 Palencia;34062 Congosto de Valdavia;Total;De 70 a 74 años;17
34 Palencia;34062 Congosto de Valdavia;Total;De 75 a 79 años;8
34 Palencia;34062 Congosto de Valdavia;Total;De 80 a 84 años;10
34 Palencia;34062 Congosto de Valdavia;Total;De 85 a 89 años;5
34 Palencia;34062 Congosto de Valdavia;Total;De 90 a 94 años;3
34 Palencia;34062 Congosto de Valdavia;Total;De 95 a 99 años;2
34 Palencia;34062 Congosto de Valdavia;Total;100 y más años;0
34 Palencia;34063 Cordovilla la Real;Total;De 65 a 69 años;8
34 Palencia;34063 Cordovilla la Real;Total;De 70 a 74 años;7
34 Palencia;34063 Cordovilla la Real;Total;De 75 a 79 años;2
34 Palencia;34063 Cordovilla la Real;Total;De 80 a 84 años;4
34 Palencia;34063 Cordovilla la Real;Total;De 85 a 89 años;6
34 Palencia;34063 Cordovilla la Real;Total;De 90 a 94 años;3
34 Palencia;34063 Cordovilla la Real;Total;De 95 a 99 años;3
34 Palencia;34063 Cordovilla la Real;Total;100 y más años;1
34 Palencia;34066 Cubillas de Cerrato;Total;De 65 a 69 años;6
34 Palencia;34066 Cubillas de Cerrato;Total;De 70 a 74 años;3
34 Palencia;34066 Cubillas de Cerrato;Total;De 75 a 79 años;5
34 Palencia;34066 Cubillas de Cerrato;Total;De 80 a 84 años;5
34 Palencia;34066 Cubillas de Cerrato;Total;De 85 a 89 años;0
34 Palencia;34066 Cubillas de Cerrato;Total;De 90 a 94 años;3
34 Palencia;34066 Cubillas de Cerrato;Total;De 95 a 99 años;1
34 Palencia;34066 Cubillas de Cerrato;Total;100 y más años;0
34 Palencia;34067 Dehesa de Montejo;Total;De 65 a 69 años;17
34 Palencia;34067 Dehesa de Montejo;Total;De 70 a 74 años;10
34 Palencia;34067 Dehesa de Montejo;Total;De 75 a 79 años;5
34 Palencia;34067 Dehesa de Montejo;Total;De 80 a 84 años;3
34 Palencia;34067 Dehesa de Montejo;Total;De 85 a 89 años;3
34 Palencia;34067 Dehesa de Montejo;Total;De 90 a 94 años;4
34 Palencia;34067 Dehesa de Montejo;Total;De 95 a 99 años;2
34 Palencia;34067 Dehesa de Montejo;Total;100 y más años;3
34 Palencia;34068 Dehesa de Romanos;Total;De 65 a 69 años;1
34 Palencia;34068 Dehesa de Romanos;Total;De 70 a 74 años;0
34 Palencia;34068 Dehesa de Romanos;Total;De 75 a 79 años;4
34 Palencia;34068 Dehesa de Romanos;Total;De 80 a 84 años;4
34 Palencia;34068 Dehesa de Romanos;Total;De 85 a 89 años;0
34 Palencia;34068 Dehesa de Romanos;Total;De 90 a 94 años;0
34 Palencia;34068 Dehesa de Romanos;Total;De 95 a 99 años;0
34 Palencia;34068 Dehesa de Romanos;Total;100 y más años;0
34 Palencia;34069 Dueñas;Total;De 65 a 69 años;211
34 Palencia;34069 Dueñas;Total;De 70 a 74 años;156
34 Palencia;34069 Dueñas;Total;De 75 a 79 años;136
34 Palencia;34069 Dueñas;Total;De 80 a 84 años;81
34 Palencia;34069 Dueñas;Total;De 85 a 89 años;63
34 Palencia;34069 Dueñas;Total;De 90 a 94 años;43
34 Palencia;34069 Dueñas;Total;De 95 a 99 años;16
34 Palencia;34069 Dueñas;Total;100 y más años;3
34 Palencia;34070 Espinosa de Cerrato;Total;De 65 a 69 años;11
34 Palencia;34070 Espinosa de Cerrato;Total;De 70 a 74 años;10
34 Palencia;34070 Espinosa de Cerrato;Total;De 75 a 79 años;11
34 Palencia;34070 Espinosa de Cerrato;Total;De 80 a 84 años;11
34 Palencia;34070 Espinosa de Cerrato;Total;De 85 a 89 años;7
34 Palencia;34070 Espinosa de Cerrato;Total;De 90 a 94 años;8
34 Palencia;34070 Espinosa de Cerrato;Total;De 95 a 99 años;1
34 Palencia;34070 Espinosa de Cerrato;Total;100 y más años;1
34 Palencia;34071 Espinosa de Villagonzalo;Total;De 65 a 69 años;14
34 Palencia;34071 Espinosa de Villagonzalo;Total;De 70 a 74 años;11
34 Palencia;34071 Espinosa de Villagonzalo;Total;De 75 a 79 años;10
34 Palencia;34071 Espinosa de Villagonzalo;Total;De 80 a 84 años;15
34 Palencia;34071 Espinosa de Villagonzalo;Total;De 85 a 89 años;9
34 Palencia;34071 Espinosa de Villagonzalo;Total;De 90 a 94 años;6
34 Palencia;34071 Espinosa de Villagonzalo;Total;De 95 a 99 años;2
34 Palencia;34071 Espinosa de Villagonzalo;Total;100 y más años;0
34 Palencia;34072 Frechilla;Total;De 65 a 69 años;13
34 Palencia;34072 Frechilla;Total;De 70 a 74 años;11
34 Palencia;34072 Frechilla;Total;De 75 a 79 años;13
34 Palencia;34072 Frechilla;Total;De 80 a 84 años;8
34 Palencia;34072 Frechilla;Total;De 85 a 89 años;5
34 Palencia;34072 Frechilla;Total;De 90 a 94 años;4
34 Palencia;34072 Frechilla;Total;De 95 a 99 años;0
34 Palencia;34072 Frechilla;Total;100 y más años;1
34 Palencia;34073 Fresno del Río;Total;De 65 a 69 años;15
34 Palencia;34073 Fresno del Río;Total;De 70 a 74 años;13
34 Palencia;34073 Fresno del Río;Total;De 75 a 79 años;20
34 Palencia;34073 Fresno del Río;Total;De 80 a 84 años;13
34 Palencia;34073 Fresno del Río;Total;De 85 a 89 años;5
34 Palencia;34073 Fresno del Río;Total;De 90 a 94 años;3
34 Palencia;34073 Fresno del Río;Total;De 95 a 99 años;2
34 Palencia;34073 Fresno del Río;Total;100 y más años;2
34 Palencia;34074 Frómista;Total;De 65 a 69 años;65
34 Palencia;34074 Frómista;Total;De 70 a 74 años;55
34 Palencia;34074 Frómista;Total;De 75 a 79 años;37
34 Palencia;34074 Frómista;Total;De 80 a 84 años;38
34 Palencia;34074 Frómista;Total;De 85 a 89 años;24
34 Palencia;34074 Frómista;Total;De 90 a 94 años;12
34 Palencia;34074 Frómista;Total;De 95 a 99 años;12
34 Palencia;34074 Frómista;Total;100 y más años;0
34 Palencia;34076 Fuentes de Nava;Total;De 65 a 69 años;31
34 Palencia;34076 Fuentes de Nava;Total;De 70 a 74 años;37
34 Palencia;34076 Fuentes de Nava;Total;De 75 a 79 años;37
34 Palencia;34076 Fuentes de Nava;Total;De 80 a 84 años;29
34 Palencia;34076 Fuentes de Nava;Total;De 85 a 89 años;17
34 Palencia;34076 Fuentes de Nava;Total;De 90 a 94 años;15
34 Palencia;34076 Fuentes de Nava;Total;De 95 a 99 años;3
34 Palencia;34076 Fuentes de Nava;Total;100 y más años;1
34 Palencia;34077 Fuentes de Valdepero;Total;De 65 a 69 años;27
34 Palencia;34077 Fuentes de Valdepero;Total;De 70 a 74 años;24
34 Palencia;34077 Fuentes de Valdepero;Total;De 75 a 79 años;9
34 Palencia;34077 Fuentes de Valdepero;Total;De 80 a 84 años;15
34 Palencia;34077 Fuentes de Valdepero;Total;De 85 a 89 años;6
34 Palencia;34077 Fuentes de Valdepero;Total;De 90 a 94 años;2
34 Palencia;34077 Fuentes de Valdepero;Total;De 95 a 99 años;2
34 Palencia;34077 Fuentes de Valdepero;Total;100 y más años;0
34 Palencia;34079 Grijota;Total;De 65 a 69 años;120
34 Palencia;34079 Grijota;Total;De 70 a 74 años;64
34 Palencia;34079 Grijota;Total;De 75 a 79 años;49
34 Palencia;34079 Grijota;Total;De 80 a 84 años;44
34 Palencia;34079 Grijota;Total;De 85 a 89 años;26
34 Palencia;34079 Grijota;Total;De 90 a 94 años;22
34 Palencia;34079 Grijota;Total;De 95 a 99 años;2
34 Palencia;34079 Grijota;Total;100 y más años;0
34 Palencia;34080 Guardo;Total;De 65 a 69 años;529
34 Palencia;34080 Guardo;Total;De 70 a 74 años;366
34 Palencia;34080 Guardo;Total;De 75 a 79 años;286
34 Palencia;34080 Guardo;Total;De 80 a 84 años;224
34 Palencia;34080 Guardo;Total;De 85 a 89 años;143
34 Palencia;34080 Guardo;Total;De 90 a 94 años;92
34 Palencia;34080 Guardo;Total;De 95 a 99 años;17
34 Palencia;34080 Guardo;Total;100 y más años;7
34 Palencia;34081 Guaza de Campos;Total;De 65 a 69 años;5
34 Palencia;34081 Guaza de Campos;Total;De 70 a 74 años;5
34 Palencia;34081 Guaza de Campos;Total;De 75 a 79 años;6
34 Palencia;34081 Guaza de Campos;Total;De 80 a 84 años;8
34 Palencia;34081 Guaza de Campos;Total;De 85 a 89 años;4
34 Palencia;34081 Guaza de Campos;Total;De 90 a 94 años;0
34 Palencia;34081 Guaza de Campos;Total;De 95 a 99 años;0
34 Palencia;34081 Guaza de Campos;Total;100 y más años;0
34 Palencia;34082 Hérmedes de Cerrato;Total;De 65 a 69 años;5
34 Palencia;34082 Hérmedes de Cerrato;Total;De 70 a 74 años;11
34 Palencia;34082 Hérmedes de Cerrato;Total;De 75 a 79 años;12
34 Palencia;34082 Hérmedes de Cerrato;Total;De 80 a 84 años;6
34 Palencia;34082 Hérmedes de Cerrato;Total;De 85 a 89 años;2
34 Palencia;34082 Hérmedes de Cerrato;Total;De 90 a 94 años;6
34 Palencia;34082 Hérmedes de Cerrato;Total;De 95 a 99 años;1
34 Palencia;34082 Hérmedes de Cerrato;Total;100 y más años;1
34 Palencia;34083 Herrera de Pisuerga;Total;De 65 a 69 años;168
34 Palencia;34083 Herrera de Pisuerga;Total;De 70 a 74 años;114
34 Palencia;34083 Herrera de Pisuerga;Total;De 75 a 79 años;110
34 Palencia;34083 Herrera de Pisuerga;Total;De 80 a 84 años;85
34 Palencia;34083 Herrera de Pisuerga;Total;De 85 a 89 años;63
34 Palencia;34083 Herrera de Pisuerga;Total;De 90 a 94 años;55
34 Palencia;34083 Herrera de Pisuerga;Total;De 95 a 99 años;16
34 Palencia;34083 Herrera de Pisuerga;Total;100 y más años;4
34 Palencia;34084 Herrera de Valdecañas;Total;De 65 a 69 años;12
34 Palencia;34084 Herrera de Valdecañas;Total;De 70 a 74 años;18
34 Palencia;34084 Herrera de Valdecañas;Total;De 75 a 79 años;10
34 Palencia;34084 Herrera de Valdecañas;Total;De 80 a 84 años;6
34 Palencia;34084 Herrera de Valdecañas;Total;De 85 a 89 años;3
34 Palencia;34084 Herrera de Valdecañas;Total;De 90 a 94 años;3
34 Palencia;34084 Herrera de Valdecañas;Total;De 95 a 99 años;0
34 Palencia;34084 Herrera de Valdecañas;Total;100 y más años;0
34 Palencia;34086 Hontoria de Cerrato;Total;De 65 a 69 años;11
34 Palencia;34086 Hontoria de Cerrato;Total;De 70 a 74 años;8
34 Palencia;34086 Hontoria de Cerrato;Total;De 75 a 79 años;8
34 Palencia;34086 Hontoria de Cerrato;Total;De 80 a 84 años;4
34 Palencia;34086 Hontoria de Cerrato;Total;De 85 a 89 años;5
34 Palencia;34086 Hontoria de Cerrato;Total;De 90 a 94 años;1
34 Palencia;34086 Hontoria de Cerrato;Total;De 95 a 99 años;0
34 Palencia;34086 Hontoria de Cerrato;Total;100 y más años;0
34 Palencia;34087 Hornillos de Cerrato;Total;De 65 a 69 años;16
34 Palencia;34087 Hornillos de Cerrato;Total;De 70 a 74 años;13
34 Palencia;34087 Hornillos de Cerrato;Total;De 75 a 79 años;10
34 Palencia;34087 Hornillos de Cerrato;Total;De 80 a 84 años;9
34 Palencia;34087 Hornillos de Cerrato;Total;De 85 a 89 años;4
34 Palencia;34087 Hornillos de Cerrato;Total;De 90 a 94 años;5
34 Palencia;34087 Hornillos de Cerrato;Total;De 95 a 99 años;2
34 Palencia;34087 Hornillos de Cerrato;Total;100 y más años;0
34 Palencia;34088 Husillos;Total;De 65 a 69 años;27
34 Palencia;34088 Husillos;Total;De 70 a 74 años;23
34 Palencia;34088 Husillos;Total;De 75 a 79 años;14
34 Palencia;34088 Husillos;Total;De 80 a 84 años;13
34 Palencia;34088 Husillos;Total;De 85 a 89 años;4
34 Palencia;34088 Husillos;Total;De 90 a 94 años;2
34 Palencia;34088 Husillos;Total;De 95 a 99 años;2
34 Palencia;34088 Husillos;Total;100 y más años;0
34 Palencia;34089 Itero de la Vega;Total;De 65 a 69 años;21
34 Palencia;34089 Itero de la Vega;Total;De 70 a 74 años;10
34 Palencia;34089 Itero de la Vega;Total;De 75 a 79 años;11
34 Palencia;34089 Itero de la Vega;Total;De 80 a 84 años;13
34 Palencia;34089 Itero de la Vega;Total;De 85 a 89 años;6
34 Palencia;34089 Itero de la Vega;Total;De 90 a 94 años;4
