Provincias;Municipios;Sexo;Edad;Total
05 Ávila;05177 Pajares de Adaja;Total;De 90 a 94 años;3
05 Ávila;05177 Pajares de Adaja;Total;De 95 a 99 años;1
05 Ávila;05177 Pajares de Adaja;Total;100 y más años;0
05 Ávila;05178 Palacios de Goda;Total;De 65 a 69 años;28
05 Ávila;05178 Palacios de Goda;Total;De 70 a 74 años;23
05 Ávila;05178 Palacios de Goda;Total;De 75 a 79 años;22
05 Ávila;05178 Palacios de Goda;Total;De 80 a 84 años;27
05 Ávila;05178 Palacios de Goda;Total;De 85 a 89 años;11
05 Ávila;05178 Palacios de Goda;Total;De 90 a 94 años;12
05 Ávila;05178 Palacios de Goda;Total;De 95 a 99 años;0
05 Ávila;05178 Palacios de Goda;Total;100 y más años;0
05 Ávila;05179 Papatrigo;Total;De 65 a 69 años;23
05 Ávila;05179 Papatrigo;Total;De 70 a 74 años;12
05 Ávila;05179 Papatrigo;Total;De 75 a 79 años;20
05 Ávila;05179 Papatrigo;Total;De 80 a 84 años;16
05 Ávila;05179 Papatrigo;Total;De 85 a 89 años;10
05 Ávila;05179 Papatrigo;Total;De 90 a 94 años;6
05 Ávila;05179 Papatrigo;Total;De 95 a 99 años;0
05 Ávila;05179 Papatrigo;Total;100 y más años;0
05 Ávila;05180 Parral, El;Total;De 65 a 69 años;6
05 Ávila;05180 Parral, El;Total;De 70 a 74 años;11
05 Ávila;05180 Parral, El;Total;De 75 a 79 años;5
05 Ávila;05180 Parral, El;Total;De 80 a 84 años;4
05 Ávila;05180 Parral, El;Total;De 85 a 89 años;3
05 Ávila;05180 Parral, El;Total;De 90 a 94 años;2
05 Ávila;05180 Parral, El;Total;De 95 a 99 años;1
05 Ávila;05180 Parral, El;Total;100 y más años;2
05 Ávila;05181 Pascualcobo;Total;De 65 a 69 años;7
05 Ávila;05181 Pascualcobo;Total;De 70 a 74 años;6
05 Ávila;05181 Pascualcobo;Total;De 75 a 79 años;3
05 Ávila;05181 Pascualcobo;Total;De 80 a 84 años;3
05 Ávila;05181 Pascualcobo;Total;De 85 a 89 años;2
05 Ávila;05181 Pascualcobo;Total;De 90 a 94 años;0
05 Ávila;05181 Pascualcobo;Total;De 95 a 99 años;0
05 Ávila;05181 Pascualcobo;Total;100 y más años;0
05 Ávila;05182 Pedro Bernardo;Total;De 65 a 69 años;53
05 Ávila;05182 Pedro Bernardo;Total;De 70 a 74 años;70
05 Ávila;05182 Pedro Bernardo;Total;De 75 a 79 años;47
05 Ávila;05182 Pedro Bernardo;Total;De 80 a 84 años;56
05 Ávila;05182 Pedro Bernardo;Total;De 85 a 89 años;43
05 Ávila;05182 Pedro Bernardo;Total;De 90 a 94 años;41
05 Ávila;05182 Pedro Bernardo;Total;De 95 a 99 años;9
05 Ávila;05182 Pedro Bernardo;Total;100 y más años;2
05 Ávila;05183 Pedro-Rodríguez;Total;De 65 a 69 años;6
05 Ávila;05183 Pedro-Rodríguez;Total;De 70 a 74 años;8
05 Ávila;05183 Pedro-Rodríguez;Total;De 75 a 79 años;10
05 Ávila;05183 Pedro-Rodríguez;Total;De 80 a 84 años;15
05 Ávila;05183 Pedro-Rodríguez;Total;De 85 a 89 años;9
05 Ávila;05183 Pedro-Rodríguez;Total;De 90 a 94 años;4
05 Ávila;05183 Pedro-Rodríguez;Total;De 95 a 99 años;1
05 Ávila;05183 Pedro-Rodríguez;Total;100 y más años;1
05 Ávila;05184 Peguerinos;Total;De 65 a 69 años;28
05 Ávila;05184 Peguerinos;Total;De 70 a 74 años;16
05 Ávila;05184 Peguerinos;Total;De 75 a 79 años;12
05 Ávila;05184 Peguerinos;Total;De 80 a 84 años;11
05 Ávila;05184 Peguerinos;Total;De 85 a 89 años;5
05 Ávila;05184 Peguerinos;Total;De 90 a 94 años;12
05 Ávila;05184 Peguerinos;Total;De 95 a 99 años;3
05 Ávila;05184 Peguerinos;Total;100 y más años;1
05 Ávila;05185 Peñalba de Ávila;Total;De 65 a 69 años;10
05 Ávila;05185 Peñalba de Ávila;Total;De 70 a 74 años;6
05 Ávila;05185 Peñalba de Ávila;Total;De 75 a 79 años;9
05 Ávila;05185 Peñalba de Ávila;Total;De 80 a 84 años;2
05 Ávila;05185 Peñalba de Ávila;Total;De 85 a 89 años;5
05 Ávila;05185 Peñalba de Ávila;Total;De 90 a 94 años;3
05 Ávila;05185 Peñalba de Ávila;Total;De 95 a 99 años;1
05 Ávila;05185 Peñalba de Ávila;Total;100 y más años;0
05 Ávila;05186 Piedrahíta;Total;De 65 a 69 años;103
05 Ávila;05186 Piedrahíta;Total;De 70 a 74 años;108
05 Ávila;05186 Piedrahíta;Total;De 75 a 79 años;108
05 Ávila;05186 Piedrahíta;Total;De 80 a 84 años;97
05 Ávila;05186 Piedrahíta;Total;De 85 a 89 años;62
05 Ávila;05186 Piedrahíta;Total;De 90 a 94 años;41
05 Ávila;05186 Piedrahíta;Total;De 95 a 99 años;26
05 Ávila;05186 Piedrahíta;Total;100 y más años;5
05 Ávila;05187 Piedralaves;Total;De 65 a 69 años;141
05 Ávila;05187 Piedralaves;Total;De 70 a 74 años;123
05 Ávila;05187 Piedralaves;Total;De 75 a 79 años;104
05 Ávila;05187 Piedralaves;Total;De 80 a 84 años;91
05 Ávila;05187 Piedralaves;Total;De 85 a 89 años;63
05 Ávila;05187 Piedralaves;Total;De 90 a 94 años;37
05 Ávila;05187 Piedralaves;Total;De 95 a 99 años;7
05 Ávila;05187 Piedralaves;Total;100 y más años;3
05 Ávila;05188 Poveda;Total;De 65 a 69 años;0
05 Ávila;05188 Poveda;Total;De 70 a 74 años;1
05 Ávila;05188 Poveda;Total;De 75 a 79 años;3
05 Ávila;05188 Poveda;Total;De 80 a 84 años;6
05 Ávila;05188 Poveda;Total;De 85 a 89 años;4
05 Ávila;05188 Poveda;Total;De 90 a 94 años;1
05 Ávila;05188 Poveda;Total;De 95 a 99 años;0
05 Ávila;05188 Poveda;Total;100 y más años;0
05 Ávila;05189 Poyales del Hoyo;Total;De 65 a 69 años;50
05 Ávila;05189 Poyales del Hoyo;Total;De 70 a 74 años;26
05 Ávila;05189 Poyales del Hoyo;Total;De 75 a 79 años;20
05 Ávila;05189 Poyales del Hoyo;Total;De 80 a 84 años;29
05 Ávila;05189 Poyales del Hoyo;Total;De 85 a 89 años;23
05 Ávila;05189 Poyales del Hoyo;Total;De 90 a 94 años;15
05 Ávila;05189 Poyales del Hoyo;Total;De 95 a 99 años;4
05 Ávila;05189 Poyales del Hoyo;Total;100 y más años;0
05 Ávila;05190 Pozanco;Total;De 65 a 69 años;1
05 Ávila;05190 Pozanco;Total;De 70 a 74 años;5
05 Ávila;05190 Pozanco;Total;De 75 a 79 años;5
05 Ávila;05190 Pozanco;Total;De 80 a 84 años;6
05 Ávila;05190 Pozanco;Total;De 85 a 89 años;5
05 Ávila;05190 Pozanco;Total;De 90 a 94 años;1
05 Ávila;05190 Pozanco;Total;De 95 a 99 años;0
05 Ávila;05190 Pozanco;Total;100 y más años;0
05 Ávila;05191 Pradosegar;Total;De 65 a 69 años;4
05 Ávila;05191 Pradosegar;Total;De 70 a 74 años;6
05 Ávila;05191 Pradosegar;Total;De 75 a 79 años;8
05 Ávila;05191 Pradosegar;Total;De 80 a 84 años;9
05 Ávila;05191 Pradosegar;Total;De 85 a 89 años;9
05 Ávila;05191 Pradosegar;Total;De 90 a 94 años;4
05 Ávila;05191 Pradosegar;Total;De 95 a 99 años;1
05 Ávila;05191 Pradosegar;Total;100 y más años;0
05 Ávila;05192 Puerto Castilla;Total;De 65 a 69 años;7
05 Ávila;05192 Puerto Castilla;Total;De 70 a 74 años;11
05 Ávila;05192 Puerto Castilla;Total;De 75 a 79 años;8
05 Ávila;05192 Puerto Castilla;Total;De 80 a 84 años;7
05 Ávila;05192 Puerto Castilla;Total;De 85 a 89 años;4
05 Ávila;05192 Puerto Castilla;Total;De 90 a 94 años;2
05 Ávila;05192 Puerto Castilla;Total;De 95 a 99 años;0
05 Ávila;05192 Puerto Castilla;Total;100 y más años;0
05 Ávila;05193 Rasueros;Total;De 65 a 69 años;18
05 Ávila;05193 Rasueros;Total;De 70 a 74 años;14
05 Ávila;05193 Rasueros;Total;De 75 a 79 años;14
05 Ávila;05193 Rasueros;Total;De 80 a 84 años;14
05 Ávila;05193 Rasueros;Total;De 85 a 89 años;14
05 Ávila;05193 Rasueros;Total;De 90 a 94 años;8
05 Ávila;05193 Rasueros;Total;De 95 a 99 años;2
05 Ávila;05193 Rasueros;Total;100 y más años;0
05 Ávila;05194 Riocabado;Total;De 65 a 69 años;14
05 Ávila;05194 Riocabado;Total;De 70 a 74 años;10
05 Ávila;05194 Riocabado;Total;De 75 a 79 años;5
05 Ávila;05194 Riocabado;Total;De 80 a 84 años;8
05 Ávila;05194 Riocabado;Total;De 85 a 89 años;6
05 Ávila;05194 Riocabado;Total;De 90 a 94 años;2
05 Ávila;05194 Riocabado;Total;De 95 a 99 años;0
05 Ávila;05194 Riocabado;Total;100 y más años;0
05 Ávila;05195 Riofrío;Total;De 65 a 69 años;15
05 Ávila;05195 Riofrío;Total;De 70 a 74 años;23
05 Ávila;05195 Riofrío;Total;De 75 a 79 años;16
05 Ávila;05195 Riofrío;Total;De 80 a 84 años;15
05 Ávila;05195 Riofrío;Total;De 85 a 89 años;11
05 Ávila;05195 Riofrío;Total;De 90 a 94 años;4
05 Ávila;05195 Riofrío;Total;De 95 a 99 años;3
05 Ávila;05195 Riofrío;Total;100 y más años;1
05 Ávila;05196 Rivilla de Barajas;Total;De 65 a 69 años;4
05 Ávila;05196 Rivilla de Barajas;Total;De 70 a 74 años;4
05 Ávila;05196 Rivilla de Barajas;Total;De 75 a 79 años;3
05 Ávila;05196 Rivilla de Barajas;Total;De 80 a 84 años;0
05 Ávila;05196 Rivilla de Barajas;Total;De 85 a 89 años;1
05 Ávila;05196 Rivilla de Barajas;Total;De 90 a 94 años;2
05 Ávila;05196 Rivilla de Barajas;Total;De 95 a 99 años;0
05 Ávila;05196 Rivilla de Barajas;Total;100 y más años;0
05 Ávila;05197 Salobral;Total;De 65 a 69 años;4
05 Ávila;05197 Salobral;Total;De 70 a 74 años;5
05 Ávila;05197 Salobral;Total;De 75 a 79 años;9
05 Ávila;05197 Salobral;Total;De 80 a 84 años;9
05 Ávila;05197 Salobral;Total;De 85 a 89 años;5
05 Ávila;05197 Salobral;Total;De 90 a 94 años;2
05 Ávila;05197 Salobral;Total;De 95 a 99 años;0
05 Ávila;05197 Salobral;Total;100 y más años;0
05 Ávila;05198 Salvadiós;Total;De 65 a 69 años;5
05 Ávila;05198 Salvadiós;Total;De 70 a 74 años;6
05 Ávila;05198 Salvadiós;Total;De 75 a 79 años;5
05 Ávila;05198 Salvadiós;Total;De 80 a 84 años;6
05 Ávila;05198 Salvadiós;Total;De 85 a 89 años;4
05 Ávila;05198 Salvadiós;Total;De 90 a 94 años;4
05 Ávila;05198 Salvadiós;Total;De 95 a 99 años;1
05 Ávila;05198 Salvadiós;Total;100 y más años;1
05 Ávila;05199 San Bartolomé de Béjar;Total;De 65 a 69 años;1
05 Ávila;05199 San Bartolomé de Béjar;Total;De 70 a 74 años;1
05 Ávila;05199 San Bartolomé de Béjar;Total;De 75 a 79 años;0
05 Ávila;05199 San Bartolomé de Béjar;Total;De 80 a 84 años;1
05 Ávila;05199 San Bartolomé de Béjar;Total;De 85 a 89 años;2
05 Ávila;05199 San Bartolomé de Béjar;Total;De 90 a 94 años;2
05 Ávila;05199 San Bartolomé de Béjar;Total;De 95 a 99 años;0
05 Ávila;05199 San Bartolomé de Béjar;Total;100 y más años;2
05 Ávila;05200 San Bartolomé de Corneja;Total;De 65 a 69 años;7
05 Ávila;05200 San Bartolomé de Corneja;Total;De 70 a 74 años;0
05 Ávila;05200 San Bartolomé de Corneja;Total;De 75 a 79 años;3
05 Ávila;05200 San Bartolomé de Corneja;Total;De 80 a 84 años;3
05 Ávila;05200 San Bartolomé de Corneja;Total;De 85 a 89 años;2
05 Ávila;05200 San Bartolomé de Corneja;Total;De 90 a 94 años;2
05 Ávila;05200 San Bartolomé de Corneja;Total;De 95 a 99 años;0
05 Ávila;05200 San Bartolomé de Corneja;Total;100 y más años;0
05 Ávila;05201 San Bartolomé de Pinares;Total;De 65 a 69 años;49
05 Ávila;05201 San Bartolomé de Pinares;Total;De 70 a 74 años;45
05 Ávila;05201 San Bartolomé de Pinares;Total;De 75 a 79 años;39
05 Ávila;05201 San Bartolomé de Pinares;Total;De 80 a 84 años;20
05 Ávila;05201 San Bartolomé de Pinares;Total;De 85 a 89 años;11
05 Ávila;05201 San Bartolomé de Pinares;Total;De 90 a 94 años;10
05 Ávila;05201 San Bartolomé de Pinares;Total;De 95 a 99 años;2
05 Ávila;05201 San Bartolomé de Pinares;Total;100 y más años;1
05 Ávila;05204 Sanchidrián;Total;De 65 a 69 años;47
05 Ávila;05204 Sanchidrián;Total;De 70 a 74 años;38
05 Ávila;05204 Sanchidrián;Total;De 75 a 79 años;43
05 Ávila;05204 Sanchidrián;Total;De 80 a 84 años;36
05 Ávila;05204 Sanchidrián;Total;De 85 a 89 años;32
05 Ávila;05204 Sanchidrián;Total;De 90 a 94 años;19
05 Ávila;05204 Sanchidrián;Total;De 95 a 99 años;3
05 Ávila;05204 Sanchidrián;Total;100 y más años;0
05 Ávila;05205 Sanchorreja;Total;De 65 a 69 años;7
05 Ávila;05205 Sanchorreja;Total;De 70 a 74 años;3
05 Ávila;05205 Sanchorreja;Total;De 75 a 79 años;7
05 Ávila;05205 Sanchorreja;Total;De 80 a 84 años;3
05 Ávila;05205 Sanchorreja;Total;De 85 a 89 años;5
05 Ávila;05205 Sanchorreja;Total;De 90 a 94 años;3
05 Ávila;05205 Sanchorreja;Total;De 95 a 99 años;1
05 Ávila;05205 Sanchorreja;Total;100 y más años;0
05 Ávila;05206 San Esteban de los Patos;Total;De 65 a 69 años;2
05 Ávila;05206 San Esteban de los Patos;Total;De 70 a 74 años;1
05 Ávila;05206 San Esteban de los Patos;Total;De 75 a 79 años;1
05 Ávila;05206 San Esteban de los Patos;Total;De 80 a 84 años;2
05 Ávila;05206 San Esteban de los Patos;Total;De 85 a 89 años;0
05 Ávila;05206 San Esteban de los Patos;Total;De 90 a 94 años;0
05 Ávila;05206 San Esteban de los Patos;Total;De 95 a 99 años;1
05 Ávila;05206 San Esteban de los Patos;Total;100 y más años;0
05 Ávila;05207 San Esteban del Valle;Total;De 65 a 69 años;77
05 Ávila;05207 San Esteban del Valle;Total;De 70 a 74 años;49
05 Ávila;05207 San Esteban del Valle;Total;De 75 a 79 años;51
05 Ávila;05207 San Esteban del Valle;Total;De 80 a 84 años;37
05 Ávila;05207 San Esteban del Valle;Total;De 85 a 89 años;38
05 Ávila;05207 San Esteban del Valle;Total;De 90 a 94 años;20
05 Ávila;05207 San Esteban del Valle;Total;De 95 a 99 años;9
05 Ávila;05207 San Esteban del Valle;Total;100 y más años;2
05 Ávila;05208 San Esteban de Zapardiel;Total;De 65 a 69 años;2
05 Ávila;05208 San Esteban de Zapardiel;Total;De 70 a 74 años;6
05 Ávila;05208 San Esteban de Zapardiel;Total;De 75 a 79 años;3
05 Ávila;05208 San Esteban de Zapardiel;Total;De 80 a 84 años;7
05 Ávila;05208 San Esteban de Zapardiel;Total;De 85 a 89 años;1
05 Ávila;05208 San Esteban de Zapardiel;Total;De 90 a 94 años;3
05 Ávila;05208 San Esteban de Zapardiel;Total;De 95 a 99 años;0
05 Ávila;05208 San Esteban de Zapardiel;Total;100 y más años;0
05 Ávila;05209 San García de Ingelmos;Total;De 65 a 69 años;4
05 Ávila;05209 San García de Ingelmos;Total;De 70 a 74 años;2
05 Ávila;05209 San García de Ingelmos;Total;De 75 a 79 años;7
05 Ávila;05209 San García de Ingelmos;Total;De 80 a 84 años;2
05 Ávila;05209 San García de Ingelmos;Total;De 85 a 89 años;8
05 Ávila;05209 San García de Ingelmos;Total;De 90 a 94 años;3
05 Ávila;05209 San García de Ingelmos;Total;De 95 a 99 años;1
05 Ávila;05209 San García de Ingelmos;Total;100 y más años;0
05 Ávila;05210 San Juan de la Encinilla;Total;De 65 a 69 años;10
05 Ávila;05210 San Juan de la Encinilla;Total;De 70 a 74 años;6
05 Ávila;05210 San Juan de la Encinilla;Total;De 75 a 79 años;4
05 Ávila;05210 San Juan de la Encinilla;Total;De 80 a 84 años;5
05 Ávila;05210 San Juan de la Encinilla;Total;De 85 a 89 años;5
05 Ávila;05210 San Juan de la Encinilla;Total;De 90 a 94 años;5
05 Ávila;05210 San Juan de la Encinilla;Total;De 95 a 99 años;2
05 Ávila;05210 San Juan de la Encinilla;Total;100 y más años;0
05 Ávila;05211 San Juan de la Nava;Total;De 65 a 69 años;39
05 Ávila;05211 San Juan de la Nava;Total;De 70 a 74 años;35
05 Ávila;05211 San Juan de la Nava;Total;De 75 a 79 años;19
05 Ávila;05211 San Juan de la Nava;Total;De 80 a 84 años;21
05 Ávila;05211 San Juan de la Nava;Total;De 85 a 89 años;15
05 Ávila;05211 San Juan de la Nava;Total;De 90 a 94 años;11
05 Ávila;05211 San Juan de la Nava;Total;De 95 a 99 años;1
05 Ávila;05211 San Juan de la Nava;Total;100 y más años;2
05 Ávila;05212 San Juan del Molinillo;Total;De 65 a 69 años;17
05 Ávila;05212 San Juan del Molinillo;Total;De 70 a 74 años;23
05 Ávila;05212 San Juan del Molinillo;Total;De 75 a 79 años;23
05 Ávila;05212 San Juan del Molinillo;Total;De 80 a 84 años;17
05 Ávila;05212 San Juan del Molinillo;Total;De 85 a 89 años;14
05 Ávila;05212 San Juan del Molinillo;Total;De 90 a 94 años;6
05 Ávila;05212 San Juan del Molinillo;Total;De 95 a 99 años;0
05 Ávila;05212 San Juan del Molinillo;Total;100 y más años;0
05 Ávila;05213 San Juan del Olmo;Total;De 65 a 69 años;7
05 Ávila;05213 San Juan del Olmo;Total;De 70 a 74 años;3
05 Ávila;05213 San Juan del Olmo;Total;De 75 a 79 años;3
05 Ávila;05213 San Juan del Olmo;Total;De 80 a 84 años;6
05 Ávila;05213 San Juan del Olmo;Total;De 85 a 89 años;6
05 Ávila;05213 San Juan del Olmo;Total;De 90 a 94 años;1
05 Ávila;05213 San Juan del Olmo;Total;De 95 a 99 años;0
05 Ávila;05213 San Juan del Olmo;Total;100 y más años;0
05 Ávila;05214 San Lorenzo de Tormes;Total;De 65 a 69 años;3
05 Ávila;05214 San Lorenzo de Tormes;Total;De 70 a 74 años;3
05 Ávila;05214 San Lorenzo de Tormes;Total;De 75 a 79 años;1
05 Ávila;05214 San Lorenzo de Tormes;Total;De 80 a 84 años;2
05 Ávila;05214 San Lorenzo de Tormes;Total;De 85 a 89 años;1
05 Ávila;05214 San Lorenzo de Tormes;Total;De 90 a 94 años;2
05 Ávila;05214 San Lorenzo de Tormes;Total;De 95 a 99 años;0
05 Ávila;05214 San Lorenzo de Tormes;Total;100 y más años;0
05 Ávila;05215 San Martín de la Vega del Alberche;Total;De 65 a 69 años;20
05 Ávila;05215 San Martín de la Vega del Alberche;Total;De 70 a 74 años;9
05 Ávila;05215 San Martín de la Vega del Alberche;Total;De 75 a 79 años;6
05 Ávila;05215 San Martín de la Vega del Alberche;Total;De 80 a 84 años;9
05 Ávila;05215 San Martín de la Vega del Alberche;Total;De 85 a 89 años;11
05 Ávila;05215 San Martín de la Vega del Alberche;Total;De 90 a 94 años;5
05 Ávila;05215 San Martín de la Vega del Alberche;Total;De 95 a 99 años;2
05 Ávila;05215 San Martín de la Vega del Alberche;Total;100 y más años;0
05 Ávila;05216 San Martín del Pimpollar;Total;De 65 a 69 años;22
05 Ávila;05216 San Martín del Pimpollar;Total;De 70 a 74 años;15
05 Ávila;05216 San Martín del Pimpollar;Total;De 75 a 79 años;17
05 Ávila;05216 San Martín del Pimpollar;Total;De 80 a 84 años;11
05 Ávila;05216 San Martín del Pimpollar;Total;De 85 a 89 años;8
05 Ávila;05216 San Martín del Pimpollar;Total;De 90 a 94 años;5
05 Ávila;05216 San Martín del Pimpollar;Total;De 95 a 99 años;2
05 Ávila;05216 San Martín del Pimpollar;Total;100 y más años;1
05 Ávila;05217 San Miguel de Corneja;Total;De 65 a 69 años;4
05 Ávila;05217 San Miguel de Corneja;Total;De 70 a 74 años;5
05 Ávila;05217 San Miguel de Corneja;Total;De 75 a 79 años;5
05 Ávila;05217 San Miguel de Corneja;Total;De 80 a 84 años;1
05 Ávila;05217 San Miguel de Corneja;Total;De 85 a 89 años;2
05 Ávila;05217 San Miguel de Corneja;Total;De 90 a 94 años;0
05 Ávila;05217 San Miguel de Corneja;Total;De 95 a 99 años;2
05 Ávila;05217 San Miguel de Corneja;Total;100 y más años;0
05 Ávila;05218 San Miguel de Serrezuela;Total;De 65 a 69 años;5
05 Ávila;05218 San Miguel de Serrezuela;Total;De 70 a 74 años;9
05 Ávila;05218 San Miguel de Serrezuela;Total;De 75 a 79 años;7
05 Ávila;05218 San Miguel de Serrezuela;Total;De 80 a 84 años;6
05 Ávila;05218 San Miguel de Serrezuela;Total;De 85 a 89 años;5
05 Ávila;05218 San Miguel de Serrezuela;Total;De 90 a 94 años;6
05 Ávila;05218 San Miguel de Serrezuela;Total;De 95 a 99 años;3
05 Ávila;05218 San Miguel de Serrezuela;Total;100 y más años;1
05 Ávila;05219 San Pascual;Total;De 65 a 69 años;4
05 Ávila;05219 San Pascual;Total;De 70 a 74 años;2
05 Ávila;05219 San Pascual;Total;De 75 a 79 años;1
05 Ávila;05219 San Pascual;Total;De 80 a 84 años;1
05 Ávila;05219 San Pascual;Total;De 85 a 89 años;0
05 Ávila;05219 San Pascual;Total;De 90 a 94 años;1
05 Ávila;05219 San Pascual;Total;De 95 a 99 años;1
05 Ávila;05219 San Pascual;Total;100 y más años;0
05 Ávila;05220 San Pedro del Arroyo;Total;De 65 a 69 años;35
05 Ávila;05220 San Pedro del Arroyo;Total;De 70 a 74 años;30
05 Ávila;05220 San Pedro del Arroyo;Total;De 75 a 79 años;20
05 Ávila;05220 San Pedro del Arroyo;Total;De 80 a 84 años;21
05 Ávila;05220 San Pedro del Arroyo;Total;De 85 a 89 años;7
05 Ávila;05220 San Pedro del Arroyo;Total;De 90 a 94 años;6
05 Ávila;05220 San Pedro del Arroyo;Total;De 95 a 99 años;2
05 Ávila;05220 San Pedro del Arroyo;Total;100 y más años;1
05 Ávila;05221 Santa Cruz del Valle;Total;De 65 a 69 años;31
05 Ávila;05221 Santa Cruz del Valle;Total;De 70 a 74 años;21
05 Ávila;05221 Santa Cruz del Valle;Total;De 75 a 79 años;30
05 Ávila;05221 Santa Cruz del Valle;Total;De 80 a 84 años;11
05 Ávila;05221 Santa Cruz del Valle;Total;De 85 a 89 años;12
05 Ávila;05221 Santa Cruz del Valle;Total;De 90 a 94 años;15
05 Ávila;05221 Santa Cruz del Valle;Total;De 95 a 99 años;3
05 Ávila;05221 Santa Cruz del Valle;Total;100 y más años;0
05 Ávila;05222 Santa Cruz de Pinares;Total;De 65 a 69 años;14
05 Ávila;05222 Santa Cruz de Pinares;Total;De 70 a 74 años;5
05 Ávila;05222 Santa Cruz de Pinares;Total;De 75 a 79 años;10
05 Ávila;05222 Santa Cruz de Pinares;Total;De 80 a 84 años;11
05 Ávila;05222 Santa Cruz de Pinares;Total;De 85 a 89 años;8
05 Ávila;05222 Santa Cruz de Pinares;Total;De 90 a 94 años;5
05 Ávila;05222 Santa Cruz de Pinares;Total;De 95 a 99 años;1
05 Ávila;05222 Santa Cruz de Pinares;Total;100 y más años;0
05 Ávila;05224 Santa María del Arroyo;Total;De 65 a 69 años;6
05 Ávila;05224 Santa María del Arroyo;Total;De 70 a 74 años;10
05 Ávila;05224 Santa María del Arroyo;Total;De 75 a 79 años;11
05 Ávila;05224 Santa María del Arroyo;Total;De 80 a 84 años;12
05 Ávila;05224 Santa María del Arroyo;Total;De 85 a 89 años;3
05 Ávila;05224 Santa María del Arroyo;Total;De 90 a 94 años;6
05 Ávila;05224 Santa María del Arroyo;Total;De 95 a 99 años;1
05 Ávila;05224 Santa María del Arroyo;Total;100 y más años;0
05 Ávila;05225 Santa María del Berrocal;Total;De 65 a 69 años;32
05 Ávila;05225 Santa María del Berrocal;Total;De 70 a 74 años;17
05 Ávila;05225 Santa María del Berrocal;Total;De 75 a 79 años;26
05 Ávila;05225 Santa María del Berrocal;Total;De 80 a 84 años;23
05 Ávila;05225 Santa María del Berrocal;Total;De 85 a 89 años;18
05 Ávila;05225 Santa María del Berrocal;Total;De 90 a 94 años;20
05 Ávila;05225 Santa María del Berrocal;Total;De 95 a 99 años;7
05 Ávila;05225 Santa María del Berrocal;Total;100 y más años;1
05 Ávila;05226 Santa María de los Caballeros;Total;De 65 a 69 años;6
05 Ávila;05226 Santa María de los Caballeros;Total;De 70 a 74 años;7
05 Ávila;05226 Santa María de los Caballeros;Total;De 75 a 79 años;2
05 Ávila;05226 Santa María de los Caballeros;Total;De 80 a 84 años;4
05 Ávila;05226 Santa María de los Caballeros;Total;De 85 a 89 años;2
05 Ávila;05226 Santa María de los Caballeros;Total;De 90 a 94 años;0
05 Ávila;05226 Santa María de los Caballeros;Total;De 95 a 99 años;3
05 Ávila;05226 Santa María de los Caballeros;Total;100 y más años;0
05 Ávila;05227 Santa María del Tiétar;Total;De 65 a 69 años;38
05 Ávila;05227 Santa María del Tiétar;Total;De 70 a 74 años;25
05 Ávila;05227 Santa María del Tiétar;Total;De 75 a 79 años;26
05 Ávila;05227 Santa María del Tiétar;Total;De 80 a 84 años;19
05 Ávila;05227 Santa María del Tiétar;Total;De 85 a 89 años;8
05 Ávila;05227 Santa María del Tiétar;Total;De 90 a 94 años;3
05 Ávila;05227 Santa María del Tiétar;Total;De 95 a 99 años;2
05 Ávila;05227 Santa María del Tiétar;Total;100 y más años;0
05 Ávila;05228 Santiago del Collado;Total;De 65 a 69 años;15
05 Ávila;05228 Santiago del Collado;Total;De 70 a 74 años;13
05 Ávila;05228 Santiago del Collado;Total;De 75 a 79 años;24
05 Ávila;05228 Santiago del Collado;Total;De 80 a 84 años;17
05 Ávila;05228 Santiago del Collado;Total;De 85 a 89 años;6
05 Ávila;05228 Santiago del Collado;Total;De 90 a 94 años;7
05 Ávila;05228 Santiago del Collado;Total;De 95 a 99 años;5
05 Ávila;05228 Santiago del Collado;Total;100 y más años;0
05 Ávila;05229 Santo Domingo de las Posadas;Total;De 65 a 69 años;5
05 Ávila;05229 Santo Domingo de las Posadas;Total;De 70 a 74 años;4
05 Ávila;05229 Santo Domingo de las Posadas;Total;De 75 a 79 años;8
05 Ávila;05229 Santo Domingo de las Posadas;Total;De 80 a 84 años;6
05 Ávila;05229 Santo Domingo de las Posadas;Total;De 85 a 89 años;5
05 Ávila;05229 Santo Domingo de las Posadas;Total;De 90 a 94 años;1
05 Ávila;05229 Santo Domingo de las Posadas;Total;De 95 a 99 años;0
05 Ávila;05229 Santo Domingo de las Posadas;Total;100 y más años;0
05 Ávila;05230 Santo Tomé de Zabarcos;Total;De 65 a 69 años;7
05 Ávila;05230 Santo Tomé de Zabarcos;Total;De 70 a 74 años;5
05 Ávila;05230 Santo Tomé de Zabarcos;Total;De 75 a 79 años;4
05 Ávila;05230 Santo Tomé de Zabarcos;Total;De 80 a 84 años;0
05 Ávila;05230 Santo Tomé de Zabarcos;Total;De 85 a 89 años;2
05 Ávila;05230 Santo Tomé de Zabarcos;Total;De 90 a 94 años;6
05 Ávila;05230 Santo Tomé de Zabarcos;Total;De 95 a 99 años;0
05 Ávila;05230 Santo Tomé de Zabarcos;Total;100 y más años;0
05 Ávila;05231 San Vicente de Arévalo;Total;De 65 a 69 años;14
05 Ávila;05231 San Vicente de Arévalo;Total;De 70 a 74 años;12
