ID|TIPO_VIA|NOMBRE_VIA|PORTAL1|PORTAL2|CODPOSTAL|COD_INE_MUNICIPIO|PROVINCIA|MUNICIPIO|POBLACION|LATITUD_WGS84_4326|LONGITUD_WGS84_4326
47-E1-00021||CALLE SAN IGNACIO|4||47003|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00022||CALLE GAMAZO|8||47004|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00023||CALLE REGALADO|3||47002|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00026||CALLE TURINA|10||47006|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00031||CALLE DARSENA|7||47009|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00032||CALLE BAJADA DE LA LIBERTAD|6||47002|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00041||CALLE ALAMILLOS|8||47005|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00043||CALLE CANOVAS DEL CASTILLO|35||47002|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00047||CALLE JOSE GARROTE TOBAR|14||47014|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00049||CALLE SANTIAGO|5||47001|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00051||CALLE AGUILERA|4||47011|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00053||CALLE PORTILLO DE BALBOA|16||47010|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00056||PLAZA DOCTOR MARAÑON|1||47011|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00057||CALLE INDUSTRIAS|32||47005|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00059||CALLE GABILONDO|14||47007|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00060||CALLE GAVILLA|4||47014|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00068||CALLE CAAMAÑO|35||47013|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00069||CALLE MURO|8||47004|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00072||PASEO ZORRILLA|85||47008|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00078||CTRA VALLADOLID|12|||47145|VALLADOLID|SAN MIGUEL DEL ARROYO|SAN MIGUEL DEL ARROYO||
47-E1-00083||CALLE REAL VIEJA|S-N||47430|47112|VALLADOLID|PEDRAJAS DE SAN ESTEBAN|PEDRAJAS DE SAN ESTEBAN||
47-E1-00085||CALLE CRUZ|17||47670|47176|VALLADOLID|LA UNIÓN DE CAMPOS|UNION DE CAMPOS (LA)||
47-E1-00086||CALLE PLAZA MAYOR|13||47510|47004|VALLADOLID|ALAEJOS|ALAEJOS||
47-E1-00087||CALLE CAPITAN ROJAS|9||47300|47114|VALLADOLID|PEÑAFIEL|PEÑAFIEL||
47-E1-00094||CALLE CARCAVA|1||47250|47090|VALLADOLID|MOJADOS|MOJADOS||
47-E1-00099||CALLE LA RUA|56||47600|47214|VALLADOLID|VILLALÓN DE CAMPOS|VILLALON DE CAMPOS||
47-E1-00100||CALLE EDUARDO CALLEJO|12||47840|47207|VALLADOLID|VILLAGARCÍA DE CAMPOS|VILLAGARCIA DE CAMPOS||
47-E1-00113||CALLE CARRERA|5||47282|47174|VALLADOLID|TRIGUEROS DEL VALLE|TRIGUEROS DEL VALLE||
47-E1-00114||AVDA VALLADOLID|11||47320|47175|VALLADOLID|TUDELA DE DUERO|TUDELA DE DUERO||
47-E1-00115||CALLE ALONSO PESQUERA|34||47350|47129|VALLADOLID|QUINTANILLA DE ONÉSIMO|QUINTANILLA DE ONESIMO||
47-E1-00116||CALLE FRAY JUAN DE LA MOTA|11||47120|47097|VALLADOLID|MOTA DEL MARQUÉS|MOTA DEL MARQUES||
47-E1-00121||CALLE VALENTIN AREVALO AYLLON|4||47230|47082|VALLADOLID|MATAPOZUELOS|MATAPOZUELOS||
47-E1-00125||CALLE CONSTANZA|S-N||47111|47210|VALLADOLID|VILLALAR DE LOS COMUNEROS|VILLALAR DE LOS COMUNEROS||
47-E1-00126||CALLE ATRIO DE LA IGLESIA|5||47130|47161|VALLADOLID|SIMANCAS|SIMANCAS||
47-E1-00129||CALLE AVDA. TORDESILLAS|6|||47043|VALLADOLID|CASTROMONTE|CASTROMONTE||
47-E1-00133||CALLE SANTIAGO|28||47134|47171|VALLADOLID|TORRELOBATÓN|TORRELOBATON||
47-E1-00136||RONDA HUERTAS|1|||47098|VALLADOLID|MUCIENTES|MUCIENTES||
47-E1-00137||CALLE EUGENIO VELASCO|1||47490|47139|VALLADOLID|RUEDA|RUEDA||
47-E1-00138||CALLE MERCADO VIEJO|27||47300|47114|VALLADOLID|PEÑAFIEL|PEÑAFIEL||
47-E1-00140||PLAZA SANTA MARIA|1||47260|47027|VALLADOLID|CABEZÓN DE PISUERGA|CABEZON DE PISUERGA||
47-E1-00150||CALLE TEOFILO VILLAMAÑAN|1||47012|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00154||PASEO ARCO DE LADRILLO|77|||47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00155||CALLE CARTAGENA|2||47013|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00158||AVDA MEDINA DEL CAMPO|15||47014|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00160||CALLE CARDENAL CISNEROS|16||47010|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00161||CALLE ANDALUCIA|9||47012|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00162||CALLE GARCIA MORATO|14||47007|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00165||CALLE CAMINO VIEJO DE SIMANCAS|46||47008|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00173||AVDA SEGOVIA|137||47013|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00174||CALLE PINGUINO|9||47012|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00175||CALLE PUENTE COLGANTE|11||47007|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00176||SBIDA FUENTE EL SOL|61||47009|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00182||CALLE NICOLAS SALMERON|30||47004|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00186||CALLE DOCE DE OCTUBRE|2||47005|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00190||CALLE CIUDAD DE LA HABANA|5||47014|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00191||CALLE CIGUEÑA|12||47012|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00193||CTRA RUEDA|43||47008|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00200||CALLE C/ JUPITER|0||47009|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00201||PASEO SAN VICENTE|11||47013|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00205||CTRA TUDELA|12||47196|47111|VALLADOLID|LA PEDRAJA DE PORTILLO|PEDRAJA DE PORTILLO (LA)||
47-E1-00210||CALLE NUEVA|9||47194|47066|VALLADOLID|FUENSALDAÑA|FUENSALDAÑA||
47-E1-00214||CALLE JOSE ANTONIO|1||47494|47067|VALLADOLID|FUENTE EL SOL|FUENTE EL SOL||
47-E1-00216||CALLE INDUSTRIAS|19||47195|47010|VALLADOLID|ARROYO DE LA ENCOMIENDA|ARROYO||
47-E1-00217||CALLE DON JUAN MORA GARZON|32||47530|47150|VALLADOLID|SAN ROMÁN DE HORNIJA|SAN ROMAN DE HORNIJA||
47-E1-00222||PLAZA MAYOR|5||47529|47204|VALLADOLID|VILLAFRANCA DE DUERO|VILLAFRANCA DE DUERO||
47-E1-00225||TRVA TORRE|1||47166|47194|VALLADOLID|VILORIA|VILORIA||
47-E1-00226||CALLE IGLESIA|17||47190|47230|VALLADOLID|WAMBA|WAMBA||
47-E1-00230||CALLE ONESIMO REDONDO|2||47175|47117|VALLADOLID|PIÑA DE ESGUEVA|PIÑA DE ESGUEVA||
47-E1-00233||CALLE CORRO DE LA FUENTE|4||47191|47051|VALLADOLID|CIGUÑUELA|CIGUÑUELA||
47-E1-00234||CALLE SAN ANTONIO|1||47494|47138|VALLADOLID|RUBÍ DE BRACAMONTE|RUBI DE BRACAMONTE||
47-E1-00237||CALLE MIGUEL DELIBES|44||47008|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00238||CALLE BARBECHO|31||47014|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00245||CALLE AVDA. DE LA ESTACION ESQ. ALBATROS|S-N||47140|47076|VALLADOLID|LAGUNA DE DUERO|LAGUNA DE DUERO||
47-E1-00248||CALLE MONTES DE OCA|4||47008|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00253||CALLE ABEDUL|7||47009|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00269||AVDA LA LAGUNA|13||47140|47076|VALLADOLID|LAGUNA DE DUERO|LAGUNA DE DUERO||
47-E1-00270||AVDA SEGOVIA|18||47160|47122|VALLADOLID|PORTILLO|ARRABAL DE PORTILLO||
47-E1-00272||CALLE MESONES|31|||47075|VALLADOLID|ÍSCAR|ISCAR||
47-E1-00275||CALLE ARRABAL|39||47140|47076|VALLADOLID|LAGUNA DE DUERO|LAGUNA DE DUERO||
47-E1-00279||CALLE ALCAPARRA|1||47008|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00281||CALLE HERNANDO DE ACUÑA|51||47014|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00282||CALLE CASTAÑUELAS|3||47013|47186|VALLADOLID|VALLADOLID|VALLADOLID||
47-E1-00283||CALLE CARRERAS|43||47400|47085|VALLADOLID|MEDINA DEL CAMPO|MEDINA DEL CAMPO||
47-E1-00284||CALLE DERECHA|5||47675|47024|VALLADOLID|BOLAÑOS DE CAMPOS|BOLAÑOS DE CAMPOS||
47-E1-00289||CALLE MATEO SEOANE SOBRAL|32||47014|47186|VALLADOLID|VALLADOLID|VALLADOLID||
49-E1-00002||CALLE CAMPO DE MARTE|11||49007|49275|ZAMORA|ZAMORA|ZAMORA||
49-E1-00004||CALLE TOMAS GOMEZ|3||49750|49207|ZAMORA|SANTOVENIA|SANTOVENIA||
49-E1-00006||AVDA PORTUGAL|21||49016|49275|ZAMORA|ZAMORA|ZAMORA||
49-E1-00007||CALLE REAL|12||49630|49250|ZAMORA|VILLALPANDO|VILLALPANDO||
49-E1-00008||CALLE AMARGURA|S-N||49130|49108|ZAMORA|MANGANESES DE LA LAMPREANA|MANGANESES DE LA LAMPREANA||
49-E1-00016||PLAZA MAYOR|12||49500|49003|ZAMORA|ALCAÑICES|ALCAÑICES||
49-E1-00017||PLAZA MAYOR DE ARRIBA|24||49610|49206|ZAMORA|SANTIBÁÑEZ DE VIDRIALES|SANTIBAÑEZ DE VIDRIALES||
49-E1-00019||AVDA MARAGATOS|19||49600|49021|ZAMORA|BENAVENTE|BENAVENTE||
49-E1-00021||AVDA GALICIA|63||49024|49275|ZAMORA|ZAMORA|ZAMORA||
49-E1-00022||AVDA EL FERIAL|84||49600|49021|ZAMORA|BENAVENTE|BENAVENTE||
49-E1-00029||PLAZA DE SANTA MARIA|1||49600|49021|ZAMORA|BENAVENTE|BENAVENTE||
49-E1-00031||CALLE LA RUA|20||49600|49021|ZAMORA|BENAVENTE|BENAVENTE||
49-E1-00034||CTRA ZAMORA|8||49716|49013|ZAMORA|ARGUJILLO|ARGUJILLO||
49-E1-00039||CALLE BARRIO NUEVO|14||49510|49071|ZAMORA|FONFRÍA|FONFRIA||
49-E1-00042||CALLE SANTA CLARA|6||49003|49275|ZAMORA|ZAMORA|ZAMORA||
49-E1-00045||CALLE OBISPO NIETO|27||49031|49275|ZAMORA|ZAMORA|ZAMORA||
49-E1-00048||CALLE AMARGURA|10||49007|49275|ZAMORA|ZAMORA|ZAMORA||
49-E1-00049||CALLE SAN ROQUE|S-N||49167|49135|ZAMORA|MUELAS DEL PAN|MUELAS DEL PAN||
49-E1-00051||CALLE BENAVENTE|18||49622|49171|ZAMORA|QUIRUELAS DE VIDRIALES|QUIRUELAS DE VIDRIALES||
49-E1-00053||CALLE RIO|S-N||49698|49029|ZAMORA|BURGANES DE VALVERDE|BURGANES DE VALVERDE||
49-E1-00055||PLAZA IGLESIA|9||49730|49056|ZAMORA|CUBILLOS|CUBILLOS||
49-E1-00060||CALLE LARGA|5||49157|49103|ZAMORA|MADRIDANOS|MADRIDANOS||
49-E1-00061||CALLE SAN JUAN|S-N||49628|49193|ZAMORA|SAN PEDRO DE CEQUE|SAN PEDRO DE CEQUE||
49-E1-00062||CALLE GENERAL FRANCO|S-N||49325|49017|ZAMORA|ASTURIANOS|ASTURIANOS||
49-E1-00063||CALLE NTRA SRA ASUNCION|18||49719|49255|ZAMORA|VILLAMOR DE LOS ESCUDEROS|VILLAMOR DE LOS ESCUDEROS||
49-E1-00065||CALLE DIEGO DE ORDAX|1||49110|49043|ZAMORA|CASTROVERDE DE CAMPOS|CASTROVERDE DE CAMPOS||
49-E1-00068||CALLE SANTA TERESA|S-N||49137|49268|ZAMORA|VILLARRÍN DE CAMPOS|VILLARRIN DE CAMPOS||
49-E1-00070||CALLE COSTANILLA|0|||49080|ZAMORA|FUENTELAPEÑA|FUENTELAPEÑA||
49-E1-00071||CALLE ARAPILES|22||49019|49275|ZAMORA|ZAMORA|ZAMORA||
49-E1-00073||CALLE SANTA CLARA|27||49015|49275|ZAMORA|ZAMORA|ZAMORA||
05-E1-00005||CALLE EDUARDO MARQUINA|22||05001|05019|AVILA|ÁVILA|AVILA||
05-E1-00006||PLAZA MERCADO CHICO (DEL)|10||05001|05019|AVILA|ÁVILA|AVILA||
05-E1-00009||CALLE VIRGEN DE LA SOTERRAÑA|20||05005|05019|AVILA|ÁVILA|AVILA||
05-E1-00010||PLAZA ROLLO (DEL)|15||05002|05019|AVILA|ÁVILA|AVILA||
05-E1-00012||CALLE LARGA|31|||05128|AVILA|MINGORRÍA|MINGORRIA||
05-E1-00014||CALLE IGLESIA|0||05130|05238|AVILA|SOLOSANCHO|SOLOSANCHO||
05-E1-00017||CALLE FUENTE (LA)|36||05610|05024|AVILA|BECEDAS|BECEDAS||
05-E1-00018||CALLE MAYOR|20||05695|05097|AVILA|LA HORCAJADA|HORCAJADA (LA)||
05-E1-00020||CALLE PILILLAS (DE LAS)|18||05500|05186|AVILA|PIEDRAHÍTA|PIEDRAHITA||
05-E1-00023||CALLE MAYOR|12||05300|05065|AVILA|CRESPOS|CRESPOS||
05-E1-00024||AVDA RAMON Y CAJAL|40||05480|05047|AVILA|CANDELEDA|CANDELEDA||
05-E1-00026||PLAZA NUEVA|3||05492|05189|AVILA|POYALES DEL HOYO|POYALES DEL HOYO||
05-E1-00027||CALLE CAMINO NARROS|S-N||05370|05073|AVILA|FLORES DE ÁVILA|FLORES DE AVILA||
05-E1-00029||CTRA AREVALO|21||05162|05027|AVILA|LAS BERLANAS|BERLANAS (LAS)||
05-E1-00030||CALLE SAN ROQUE|18||05213|05109|AVILA|LANGA|LANGA||
05-E1-00033||CALLE NUEVA|7||05450|05054|AVILA|CASAVIEJA|CASAVIEJA||
05-E1-00036||AVDA GENERALISIMO (DEL)|S-N||05635|05165|AVILA|NAVARREDONDA DE GREDOS|NAVARREDONDA DE GREDOS||
05-E1-00042||CALLE ARENAL (EL)|1||05410|05132|AVILA|MOMBELTRÁN|MOMBELTRAN||
05-E1-00044||CALLE MEDIO (DEL)|25||05470|05182|AVILA|PEDRO BERNARDO|PEDRO BERNARDO||
05-E1-00045||CALLE ZAPATEROS|2||05200|05016|AVILA|ARÉVALO|AREVALO||
05-E1-00047||CALLE PLAZA ESPAÑA|5|||05101|AVILA|HOYOCASERO|HOYOCASERO||
05-E1-00048||CALLE MAYOR|S-N||05113|05041|AVILA|BURGOHONDO|BURGOHONDO||
05-E1-00049||CALLE MORALEDA (LA)|17||05430|05002|AVILA|LA ADRADA|ADRADA (LA)||
05-E1-00056||AVDA CONSTITUCION|52||05260|05057|AVILA|CEBREROS|CEBREROS||
05-E1-00060||PLAZA CALVO SOTELO|3||05210|05099|AVILA|HORCAJO DE LAS TORRES|HORCAJO DE LAS TORRES||
05-E1-00061||AVDA PRINCIPAL|17||05230|05168|AVILA|LAS NAVAS DEL MARQUÉS|NAVAS DEL MARQUES (LAS)||
05-E1-00064||CALLE MAYOR|36||05600|05021|AVILA|EL BARCO DE ÁVILA|BARCO DE AVILA (EL)||
05-E1-00065||CALLE CANCHUELA|15||05417|05089|AVILA|GUISANDO|GUISANDO||
05-E1-00069||PLAZA PRADO|4||05400|05014|AVILA|ARENAS DE SAN PEDRO|ARENAS DE SAN PEDRO||
05-E1-00070||AVDA PRINCIPAL|55||05230|05168|AVILA|LAS NAVAS DEL MARQUÉS|NAVAS DEL MARQUES (LAS)||
05-E1-00074||PLAZA GENERALISIMO|4||05216|05152|AVILA|NAVA DE ARÉVALO|NAVA DE AREVALO||
05-E1-00081||CALLE ANTONIO MACHADO|2||05250|05102|AVILA|EL HOYO DE PINARES|HOYO DE PINARES (EL)||
05-E1-00084||AVDA ANTONIO FERNANDEZ ORTS|6||05460|05082|AVILA|GAVILANES|GAVILANES||
05-E1-00085||CALLE JOSE ANTONIO|72||05115|05233|AVILA|SERRANILLOS|SERRANILLOS||
05-E1-00097||CTRA MIRONCILLO (DE)|9||05191|05172|AVILA|NIHARRA|NIHARRA||
05-E1-00100||CALLE PERALES (LOS)|11|||05158|AVILA|NAVALMORAL|NAVALMORAL||
05-E1-00101||CALLE CORDEL (DEL)|1||05197|05076|AVILA|EL FRESNO|FRESNO (EL)||
05-E1-00104||AVDA JUAN CARLOS I|33||05004|05019|AVILA|ÁVILA|AVILA||
05-E1-00108||CALLE CUESTA|S-N||05153|05116|AVILA|MALPARTIDA DE CORNEJA|MALPARTIDA DE CORNEJA||
05-E1-00110||CALLE TREPINALDO|5||05146|05094|AVILA|HERREROS DE SUSO|HERREROS DE SUSO||
05-E1-00113||CALLE PLAZA (DE LA)|26||05196|05245|AVILA|TORNADIZOS DE ÁVILA|TORNADIZOS DE AVILA||
05-E1-00118||TRVA NORTE|1||05211|05048|AVILA|CANTIVEROS|CANTIVEROS||
05-E1-00126||PLAZA CONSTITUCION|0||05229|05023|AVILA|BARROMÁN|BARROMAN||
05-E1-00127||CALLE AGUSTIN RODRIGUEZ SAHAGUN|30||05003|05019|AVILA|ÁVILA|AVILA||
05-E1-00131||CALLE DOCTOR ARCADIO GONZALEZ,|8|||05057|AVILA|CEBREROS|CEBREROS||
05-E1-00133||PLAZA BENJAMIN PALENCIA|S-N||05571|05257|AVILA|VILLAFRANCA DE LA SIERRA|VILLAFRANCA DE LA SIERRA||
05-E1-00136||CALLE REJERO LORENZO DE AVILA|4||05004|05019|AVILA|ÁVILA|AVILA||
05-E1-00137||PASEO RECOLETOS (DE)|26||05270|05241|AVILA|EL TIEMBLO|TIEMBLO (EL)||
05-E1-00138||CALLE DOCTOR JESUS GALAN|28||05003|05019|AVILA|ÁVILA|AVILA||
05-E1-00140||CALLE OBISPO ACUÑA|10||05002|05019|AVILA|ÁVILA|AVILA||
05-E1-00141||CALLE MATADERO VIEJO|0||05530|05138|AVILA|MUÑOGALINDO|MUÑOGALINDO||
09-E1-00004||CALLE VITORIA|20||09004|09059|BURGOS|BURGOS|BURGOS||
09-E1-00008||CALLE EDUARDO MARTINEZ DEL CAMPO|2||09003|09059|BURGOS|BURGOS|BURGOS||
09-E1-00010||PLAZA MAYOR|12|||09059|BURGOS|BURGOS|BURGOS||
09-E1-00015||CALLE RIBERA|2||09199|09026|BURGOS|ARLANZÓN|ARLANZON||
09-E1-00017||CTRA AGUILAR|33||09150|09902|BURGOS|VALLE DE SANTIBÁÑEZ|SANTIBAÑEZ-ZARZAGUDA||
09-E1-00028||CALLE SANTA MARIA|2||09370|09151|BURGOS|GUMIEL DE IZÁN|GUMIEL DE IZAN||
09-E1-00031||CALLE CALLE REAL|51||09443|09152|BURGOS|GUMIEL DE MERCADO|GUMIEL DE MERCADO||
09-E1-00033||CALLE SANTO TOMAS DE AQUINO|6||09451|09064|BURGOS|CALERUEGA|CALERUEGA||
09-E1-00035||CALLE AVDA. DEL CID|77|||09369|BURGOS|SOTILLO DE LA RIBERA|SOTILLO DE LA RIBERA||
09-E1-00039||CALLE SAN ROQUE|1||09260|09274|BURGOS|PRADOLUENGO|PRADOLUENGO||
09-E1-00042||CALLE MAYOR|9||09240|09056|BURGOS|BRIVIESCA|BRIVIESCA||
09-E1-00045||CALLE AQUILINO PUERTA|57||09292|09224|BURGOS|MONASTERIO DE RODILLA|MONASTERIO DE RODILLA||
09-E1-00052||CALLE ELADIO BUSTAMANTE|18||09580|09410|BURGOS|VALLE DE MENA|VILLASANA DE MENA||
09-E1-00054||PLAZA ESCUELAS|9||09119|09034|BURGOS|LOS BALBASES|BALBASES (LOS)||
09-E1-00060||CALLE ARCO (EL)|13||09220|09250|BURGOS|PAMPLIEGA|PAMPLIEGA||
09-E1-00062||CALLE HUMILLADERO|6||09123|09363|BURGOS|SASAMÓN|SASAMON||
09-E1-00065||CALLE VITORIA|47|||09059|BURGOS|BURGOS|BURGOS||
09-E1-00070||GTA RODRIGUEZ VALCARCEL|10||09346|09113|BURGOS|COVARRUBIAS|COVARRUBIAS||
09-E1-00071||AVDA REYES CATOLICOS|20||09006|09059|BURGOS|BURGOS|BURGOS||
09-E1-00072||CALLE MAYOR|34||09339|09443|BURGOS|VILLAMAYOR DE LOS MONTES|VILLAMAYOR DE LOS MONTES||
09-E1-00073||CALLE GLORIA FUERTES,|1|||09059|BURGOS|BURGOS|BURGOS||
09-E1-00079||CALLE CALVO SOTELO|69||09312|09391|BURGOS|TÓRTOLES DE ESGUEVA|TORTOLES DE ESGUEVA||
09-E1-00087||CALLE SAN JUAN|25||09004|09059|BURGOS|BURGOS|BURGOS||
09-E1-00089||CALLE PEDRO ALFARO|9||09007|09059|BURGOS|BURGOS|BURGOS||
09-E1-00095||CALLE SAN ZADORNIL|8||09003|09059|BURGOS|BURGOS|BURGOS||
09-E1-00097||CALLE REAL ALLENDE|7||09200|09219|BURGOS|MIRANDA DE EBRO|MIRANDA DE EBRO||
09-E1-00098||CALLE BARCELONA|S-N||09007|09059|BURGOS|BURGOS|BURGOS||
09-E1-00099||CALLE CONCEPCION ARENAL|36||09200|09219|BURGOS|MIRANDA DE EBRO|MIRANDA DE EBRO||
09-E1-00100||CALLE SORBONA|1|||09059|BURGOS|BURGOS|BURGOS||
09-E1-00106||CALLE RONDA DEL FERROCARRIL|21||09200|09219|BURGOS|MIRANDA DE EBRO|MIRANDA DE EBRO||
09-E1-00107||CALLE REAL|64||09280|09251|BURGOS|PANCORBO|PANCORBO||
09-E1-00110||CALLE CALZADAS|5||09004|09059|BURGOS|BURGOS|BURGOS||
09-E1-00119||PLAZA MAYOR DE SANTA MARIA|5||09300|09321|BURGOS|ROA|ROA||
09-E1-00121||CALLE CONCEPCION ARENAL|3||09200|09219|BURGOS|MIRANDA DE EBRO|MIRANDA DE EBRO||
09-E1-00125||CALLE DIONISIO CAMARERO|28||09462|09228|BURGOS|MORADILLO DE ROA|MORADILLO DE ROA||
09-E1-00130||CALLE SAN PEDRO Y SAN FELICES|45||09001|09059|BURGOS|BURGOS|BURGOS||
09-E1-00134||CALLE BURGO DE OSMA|27||09400|09018|BURGOS|ARANDA DE DUERO|ARANDA DE DUERO||
09-E1-00135||CALLE ERAS|8||09314|09256|BURGOS|PEDROSA DE DUERO|PEDROSA DE DUERO||
09-E1-00141||LUGAR BARBADILLO DEL PEZ|0|||09039|BURGOS|BARBADILLO DEL PEZ|BARBADILLO DEL PEZ||
09-E1-00142||CALLE SANTO DOMINGO|S-N||09613|09038|BURGOS|BARBADILLO DEL MERCADO|BARBADILLO DEL MERCADO||
09-E1-00147||CALLE FRONTON|9||09690|09425|BURGOS|VILVIESTRE DEL PINAR|VILVIESTRE DEL PINAR||
09-E1-00150||PASEO DE LA PLAYA|6||09570|09025|BURGOS|ARIJA|ARIJA||
09-E1-00154||PLAZA MAYOR|2||09135|09373|BURGOS|SOTRESGUDO|SOTRESGUDO||
09-E1-00156||PLAZA MAYOR|8||09550|09903|BURGOS|VILLARCAYO DE MERINDAD DE CASTILLA LA VIEJA|VILLARCAYO||
09-E1-00157||CALLE PROGRESO|8||09560|09124|BURGOS|ESPINOSA DE LOS MONTEROS|ESPINOSA DE LOS MONTEROS||
09-E1-00160||PLAZA ESPAÑA|4||09230|09338|BURGOS|SAN MAMÉS DE BURGOS|SAN MAMES DE BURGOS||
09-E1-00164||PLAZA PUENTE VILLANUEVA|3||09500|09209|BURGOS|MEDINA DE POMAR|MEDINA DE POMAR||
09-E1-00168||CALLE PIZARRO|6||09400|09018|BURGOS|ARANDA DE DUERO|ARANDA DE DUERO||
09-E1-00172||CALLE ARANDA DE DUERO|6||09002|09059|BURGOS|BURGOS|BURGOS||
09-E1-00174||BARDA INMACULADA BLOQUE H|1||09007|09059|BURGOS|BURGOS|BURGOS||
09-E1-00178||PLAZA OBISPO ACOSTA|4||09400|09018|BURGOS|ARANDA DE DUERO|ARANDA DE DUERO||
09-E1-00181||BARDA JUAN XXIII|1||09007|09059|BURGOS|BURGOS|BURGOS||
09-E1-00184||CALLE VITORIA|141||09007|09059|BURGOS|BURGOS|BURGOS||
09-E1-00187||CALLE SAN JUAN DE ORTEGA|6||09007|09059|BURGOS|BURGOS|BURGOS||
09-E1-00192||CALLE EL TINTE|26||09300|09321|BURGOS|ROA|ROA||
09-E1-00193||CALLE FERIAL|18|||09018|BURGOS|ARANDA DE DUERO|ARANDA DE DUERO||
09-E1-00194||AVDA CANTABRIA|31||09006|09059|BURGOS|BURGOS|BURGOS||
09-E1-00196||CALLE CALLE FRANCISCO ENCINAS|7||09001|09059|BURGOS|BURGOS|BURGOS||
09-E1-00197||CALLE MAYOR|60||09240|09056|BURGOS|BRIVIESCA|BRIVIESCA||
09-E1-00198||CTRA VALLADOLID|6|||09125|BURGOS|ESTÉPAR|ESTEPAR||
09-E1-00199||CALLE HERMANAS MIRABAL|56||09007|09059|BURGOS|BURGOS|BURGOS||
09-E1-00200||CTRA POZA|75||09007|09059|BURGOS|BURGOS|BURGOS||
09-E1-00209||CALLE Calle Pozanos|23||09006|09059|BURGOS|BURGOS|BURGOS||
09-E1-00211||CALLE Calle Condesa Mencía|159||09006|09059|BURGOS|BURGOS|BURGOS||
24-E1-00002||AVDA ORDOÑO II|8||24001|24089|LEON|LEÓN|LEON||
24-E1-00006||CALLE BURGO NUEVO|13||24001|24089|LEON|LEÓN|LEON||
24-E1-00009||AVDA REINO DE LEON|32||24680|24901|LEON|VILLAMANÍN|VILLAMANIN DE LA TERCIA||
24-E1-00010||CTRA TRAVESIA LA CIANA|61||24140|24202|LEON|VILLABLINO|VILLASECA DE LACIANA||
24-E1-00012||PLAZA MAYOR|2||24320|24139|LEON|SAHAGÚN|SAHAGUN||
24-E1-00014||CALLE RUA|35||24003|24089|LEON|LEÓN|LEON||
24-E1-00015||CALLE PIO GULLON|11||24700|24008|LEON|ASTORGA|ASTORGA||
24-E1-00016||CALLE PALENCIA|1||24001|24089|LEON|LEÓN|LEON||
24-E1-00017||PLAZA MAYOR|S-N||24540|24030|LEON|CACABELOS|CACABELOS||
24-E1-00018||CALLE GRAN VIA DE SAN MARCOS|6||24002|24089|LEON|LEÓN|LEON||
